0.103864734,0.856363636,0.850539291,0.169153409
0.263285024,1,0.725731895,0.118209546
0.144927536,0.74,0.644067797,0.038908581
0.082125604,0.992727273,0.993836672,0.020031325
0.374396135,0.867272727,0.987673344,0.102217459
0.15942029,0.641818182,0.647149461,0.138158437
0.268115942,0.66,0.593220339,0.145082846
0.212560386,0.949090909,0.898305085,0.08952271
0.193236715,0.954545455,0.950693374,0.010056879
0.142512077,0.774545455,0.936825886,0.127029923
0.338164251,0.705454545,0.657935285,0.004121672
0.34057971,0.776363636,0.679506934,0.126535323
0.171497585,0.778181818,0.983050847,0.04344242
0.301932367,0.805454545,0.74422188,0.10510263
0.311594203,0.94,0.753466872,0.135520567
0.147342995,0.887272727,0.902927581,0.012282582
0.012077295,0.761818182,0.688751926,0.020443492
0.149758454,0.689090909,0.593220339,0.15909653
0.144927536,0.785454545,0.661016949,0.090841645
0.299516908,0.916363636,0.662557781,0.140466573
0.275362319,0.665454545,0.787365177,0.136509768
0.243961353,0.901818182,0.916795069,0.175748083
0.132850242,0.86,0.714946071,0.0271206
0.193236715,0.734545455,0.922958398,0.036270711
0.282608696,0.670909091,0.657935285,0.147226115
0.026570048,0.723636364,0.570107858,0.125216388
0.041062802,0.989090909,0.648690293,0.155634325
0.260869565,0.743636364,0.969183359,0.165279037
0.173913043,0.821818182,0.580893683,0.111202704
0.270531401,0.749090909,0.694915254,0.115983843
0.1352657,0.692727273,0.539291217,0.141126041
0.048309179,0.643636364,0.875192604,0.066029181
0.200483092,0.772727273,0.967642527,0.155716759
0.012077295,0.734545455,0.718027735,0.126288022
0.149758454,0.796363636,0.852080123,0.101887726
0.297101449,0.68,0.636363636,0.054900668
0.183574879,0.983636364,0.867488444,0.12719479
0.026570048,0.836363636,0.708782743,0.066029181
0.22705314,0.647272727,0.568567026,0.035611244
0.11352657,0.903636364,0.613251156,0.072458989
0.079710145,0.86,0.617873652,0.152172121
0.268115942,0.647272727,0.952234206,0.093809249
0.09178744,0.990909091,0.630200308,0.065864315
